Date,State,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3
2023-12-21,Chhattisgarh,Milupara,84.3,32.82,84.3,39.95,24.61,1.11,44.64
2024-01-05,Chhattisgarh,Milupara,70.3,27.16,70.3,36.96,25.48,0.97,29.12
2024-01-20,Chhattisgarh,Milupara,60.6,18.61,60.6,19.56,27.65,0.59,29.43
2024-02-04,Chhattisgarh,Milupara,54.9,9.94,54.9,15.75,19.79,0.35,34.4
2024-02-19,Chhattisgarh,Milupara,57.0,12.43,57.0,22.14,17.56,0.42,26.27
2024-03-05,Chhattisgarh,Milupara,49.2,10.58,49.2,20.41,24.27,0.61,20.66
2024-03-20,Chhattisgarh,Milupara,69.2,14.91,69.2,32.05,34.62,0.71,38.42
2024-04-04,Chhattisgarh,Milupara,88.3,27.17,88.3,41.03,32.59,1.2,49.19
2024-04-19,Chhattisgarh,Milupara,67.2,13.42,67.2,32.64,22.02,0.89,24.94
2024-05-04,Chhattisgarh,Milupara,62.8,24.79,62.8,29.01,24.13,0.44,31.59
2024-05-19,Chhattisgarh,Milupara,57.8,11.58,39.31,13.97,29.02,0.64,57.8
2024-06-03,Chhattisgarh,Milupara,69.0,12.58,69.0,38.29,20.81,0.94,21.72
2024-06-18,Chhattisgarh,Milupara,42.5,10.71,23.26,13.95,19.92,0.4,42.5
2024-07-03,Chhattisgarh,Milupara,58.8,15.83,35.42,16.23,18.04,0.68,58.8
2024-08-17,Chhattisgarh,Milupara,66.0,16.27,66.0,17.74,29.72,0.46,26.77
2024-09-01,Chhattisgarh,Milupara,67.2,21.38,67.2,32.61,21.92,0.85,34.54
2024-09-16,Chhattisgarh,Milupara,46.7,12.86,46.7,26.11,25.44,0.28,27.55
2024-10-01,Chhattisgarh,Milupara,82.1,15.76,82.1,36.11,29.93,0.88,39.87
2024-10-16,Chhattisgarh,Milupara,76.5,16.52,76.5,24.28,19.5,0.71,47.07
2024-10-31,Chhattisgarh,Milupara,83.0,33.32,83.0,33.93,28.67,1.1,38.05
2024-11-15,Chhattisgarh,Milupara,93.4,25.45,93.4,39.42,52.17,1.18,50.9
2024-11-30,Chhattisgarh,Milupara,81.5,21.2,81.5,39.37,39.39,0.68,38.92
2024-12-15,Chhattisgarh,Milupara,92.3,31.52,92.3,40.6,38.39,0.56,55.09
2024-12-30,Chhattisgarh,Milupara,81.6,29.03,81.6,31.09,30.71,1.07,38.31
2025-01-14,Chhattisgarh,Milupara,101.8,39.71,122.16,39.59,46.28,1.04,61.89
2025-01-29,Chhattisgarh,Milupara,107.0,22.5,128.4,46.03,51.55,1.48,36.59
2025-02-13,Chhattisgarh,Milupara,91.3,24.86,91.3,31.83,41.1,1.11,60.18
2025-02-28,Chhattisgarh,Milupara,132.0,49.77,158.4,32.92,47.41,1.11,41.07
2025-03-15,Chhattisgarh,Milupara,148.5,47.16,178.2,39.66,42.79,1.63,78.61
2025-03-30,Chhattisgarh,Milupara,127.0,30.84,152.4,47.72,55.75,0.96,46.81
2022-10-22,Chhattisgarh,Raipur,138.0,51.11,165.6,47.09,34.0,1.36,61.98
2022-12-21,Chhattisgarh,Raipur,112.0,28.34,134.4,56.29,51.01,0.81,55.33
2023-01-05,Chhattisgarh,Raipur,107.9,27.18,129.48,29.83,26.22,0.75,70.72
2023-01-20,Chhattisgarh,Raipur,97.5,35.91,97.5,50.46,36.33,0.87,67.22
2023-02-04,Chhattisgarh,Raipur,101.5,29.68,121.8,33.55,26.93,1.26,56.22
2023-02-19,Chhattisgarh,Raipur,117.5,22.05,141.0,55.16,33.75,1.58,44.33
2023-03-06,Chhattisgarh,Raipur,93.7,34.75,93.7,38.31,42.65,0.7,50.27
2023-03-21,Chhattisgarh,Raipur,75.9,31.19,75.9,25.35,36.95,1.06,50.63
2023-04-05,Chhattisgarh,Raipur,84.1,19.79,84.1,33.31,44.83,1.16,31.75
2023-04-20,Chhattisgarh,Raipur,58.5,18.0,58.5,28.78,30.85,0.42,31.6
2023-05-05,Chhattisgarh,Raipur,84.7,33.98,84.7,33.99,34.21,1.03,59.02
2023-05-20,Chhattisgarh,Raipur,75.8,14.33,75.8,24.21,33.8,0.85,49.27
2023-06-04,Chhattisgarh,Raipur,79.0,16.08,79.0,23.91,40.9,1.03,43.81
2023-06-19,Chhattisgarh,Raipur,61.1,18.59,61.1,14.96,29.4,0.6,25.92
2023-07-04,Chhattisgarh,Raipur,48.6,17.86,21.27,21.3,19.5,0.35,48.6
2023-07-19,Chhattisgarh,Raipur,47.7,14.71,16.03,12.38,11.72,0.36,47.7
2023-08-03,Chhattisgarh,Raipur,47.0,19.66,47.0,24.22,23.97,0.52,23.48
2023-08-18,Chhattisgarh,Raipur,51.6,11.13,51.6,21.96,19.37,0.56,18.52
2023-09-02,Chhattisgarh,Raipur,47.3,10.71,47.3,24.24,22.15,0.53,32.06
2023-09-17,Chhattisgarh,Raipur,54.1,15.81,54.1,16.85,29.54,0.43,22.12
2023-10-02,Chhattisgarh,Raipur,83.5,34.68,83.5,38.58,42.35,0.76,52.91
2023-10-17,Chhattisgarh,Raipur,109.8,30.39,131.76,49.64,54.22,1.28,58.27
2023-11-01,Chhattisgarh,Raipur,110.3,21.68,132.36,48.37,35.22,1.21,39.61
2023-11-16,Chhattisgarh,Raipur,95.2,25.7,95.2,27.0,25.81,1.15,50.45
2023-12-01,Chhattisgarh,Raipur,82.9,29.38,82.9,43.24,40.12,0.64,26.92
2023-12-16,Chhattisgarh,Raipur,137.8,34.67,165.36,40.3,58.15,1.61,70.46
2023-12-31,Chhattisgarh,Raipur,110.4,22.93,132.48,47.96,31.61,1.37,45.36
2024-01-15,Chhattisgarh,Raipur,93.4,25.22,93.4,29.27,35.82,1.13,41.42
2024-01-30,Chhattisgarh,Raipur,87.0,18.79,87.0,40.36,31.41,1.08,56.85
2024-02-14,Chhattisgarh,Raipur,84.3,16.33,84.3,26.21,34.74,0.8,34.21
2024-02-29,Chhattisgarh,Raipur,84.3,31.35,84.3,29.84,35.38,0.6,57.9
2024-03-15,Chhattisgarh,Raipur,74.9,18.15,74.9,21.13,38.44,0.88,27.55
2024-03-30,Chhattisgarh,Raipur,72.6,21.07,72.6,18.08,34.81,0.78,27.18
2024-04-14,Chhattisgarh,Raipur,71.4,25.25,71.4,24.23,30.69,0.75,34.76
2024-04-29,Chhattisgarh,Raipur,75.9,21.86,75.9,31.5,26.34,0.78,34.92
2024-05-14,Chhattisgarh,Raipur,62.5,23.07,62.5,22.77,25.34,0.74,23.97
2024-05-29,Chhattisgarh,Raipur,67.7,15.15,67.7,33.98,30.99,0.54,40.4
2024-06-13,Chhattisgarh,Raipur,53.5,10.44,20.06,15.78,15.99,0.57,53.5
2024-06-28,Chhattisgarh,Raipur,47.2,17.37,20.31,21.32,19.05,0.54,47.2
2024-07-13,Chhattisgarh,Raipur,47.6,13.96,23.39,38.08,20.64,0.43,25.4
2024-07-28,Chhattisgarh,Raipur,37.0,15.44,18.18,13.39,11.88,0.42,37.0
2024-08-12,Chhattisgarh,Raipur,57.4,22.57,57.4,24.74,17.01,0.41,21.02
2024-08-27,Chhattisgarh,Raipur,51.1,15.12,51.1,25.3,17.85,0.45,27.62
2024-09-11,Chhattisgarh,Raipur,52.7,15.24,52.7,26.31,18.45,0.4,29.53
2024-09-26,Chhattisgarh,Raipur,62.8,12.98,62.8,28.05,17.9,0.4,28.88
2024-10-11,Chhattisgarh,Raipur,73.1,23.49,73.1,28.04,27.03,0.65,26.6
2024-10-26,Chhattisgarh,Raipur,88.9,26.63,88.9,22.91,47.95,1.11,36.53
2024-11-10,Chhattisgarh,Raipur,115.1,45.22,138.12,42.88,43.16,1.26,38.48
2024-11-25,Chhattisgarh,Raipur,91.1,34.95,91.1,22.62,22.57,0.86,45.07
2024-12-10,Chhattisgarh,Raipur,110.1,22.35,132.12,53.85,47.64,1.48,72.94
2024-12-25,Chhattisgarh,Raipur,87.3,22.29,87.3,36.25,44.15,0.62,33.05
2025-01-09,Chhattisgarh,Raipur,114.6,34.34,137.52,45.32,61.59,0.7,60.71
2025-01-24,Chhattisgarh,Raipur,98.1,30.28,98.1,47.79,39.83,0.75,41.47
2025-02-08,Chhattisgarh,Raipur,95.1,33.9,95.1,27.85,46.91,1.18,35.15
2025-02-23,Chhattisgarh,Raipur,97.0,34.61,97.0,38.88,52.73,1.35,50.91
2025-03-10,Chhattisgarh,Raipur,93.5,27.97,93.5,24.39,35.66,1.29,42.83
2025-03-25,Chhattisgarh,Raipur,119.1,43.26,142.92,37.87,30.33,0.94,45.66
2023-01-21,Chhattisgarh,Tumidih,105.1,21.99,126.12,44.78,41.41,1.41,34.71
2023-02-05,Chhattisgarh,Tumidih,117.1,42.84,140.52,43.35,30.56,1.28,57.36
2023-02-20,Chhattisgarh,Tumidih,122.8,42.77,147.36,49.13,68.01,1.1,52.79
2023-03-07,Chhattisgarh,Tumidih,134.5,26.63,161.4,32.78,70.42,1.19,45.71
2023-03-22,Chhattisgarh,Tumidih,105.5,43.0,126.6,46.81,39.87,0.74,57.02
2023-04-06,Chhattisgarh,Tumidih,137.3,54.84,164.76,53.49,69.72,1.43,55.07
2023-04-21,Chhattisgarh,Tumidih,57.3,17.53,57.3,17.63,28.78,0.78,29.94
2023-05-06,Chhattisgarh,Tumidih,148.9,50.36,178.68,55.79,39.83,1.77,55.62
2023-05-21,Chhattisgarh,Tumidih,132.0,46.92,158.4,58.9,36.37,1.81,87.33
2023-06-05,Chhattisgarh,Tumidih,98.4,33.22,98.4,53.63,51.53,1.02,37.15
2023-06-20,Chhattisgarh,Tumidih,52.0,13.95,30.86,28.05,20.93,0.44,52.0
2023-07-05,Chhattisgarh,Tumidih,46.6,15.24,18.32,12.31,21.31,0.5,46.6
2023-07-20,Chhattisgarh,Tumidih,28.5,10.24,10.09,22.8,10.48,0.3,18.26
2023-08-04,Chhattisgarh,Tumidih,36.7,14.07,36.7,11.63,18.91,0.32,16.87
2023-08-19,Chhattisgarh,Tumidih,47.7,17.34,47.7,23.31,16.46,0.38,15.71
2023-09-03,Chhattisgarh,Tumidih,31.6,10.37,31.6,14.57,14.25,0.31,11.2
2023-09-18,Chhattisgarh,Tumidih,37.9,8.88,37.9,14.64,18.13,0.37,24.02
2023-10-03,Chhattisgarh,Tumidih,67.1,28.05,67.1,30.34,19.5,0.59,41.86
2023-10-18,Chhattisgarh,Tumidih,90.6,31.52,90.6,50.57,35.42,0.83,28.02
2023-11-02,Chhattisgarh,Tumidih,99.8,25.41,99.8,37.62,30.88,1.03,57.72
2023-11-17,Chhattisgarh,Tumidih,97.6,19.0,97.6,43.73,32.23,1.0,40.95
2023-12-02,Chhattisgarh,Tumidih,65.7,22.42,65.7,28.25,20.21,0.51,40.08
2023-12-17,Chhattisgarh,Tumidih,126.4,31.83,151.68,40.14,41.68,1.51,67.51
2024-01-01,Chhattisgarh,Tumidih,97.7,40.16,97.7,29.02,24.69,0.92,40.45
2024-01-16,Chhattisgarh,Tumidih,89.2,19.99,89.2,24.29,35.42,0.58,32.19
2024-01-31,Chhattisgarh,Tumidih,69.6,16.07,69.6,36.78,18.09,0.84,37.37
2024-02-15,Chhattisgarh,Tumidih,76.9,32.25,76.9,25.75,25.59,0.8,46.12
2024-03-01,Chhattisgarh,Tumidih,80.3,33.43,80.3,30.55,42.42,1.0,50.76
2024-03-16,Chhattisgarh,Tumidih,95.7,39.91,95.7,28.95,26.97,1.06,56.93
2024-03-31,Chhattisgarh,Tumidih,94.8,18.29,94.8,43.07,34.33,0.85,65.08
2024-04-15,Chhattisgarh,Tumidih,128.5,27.91,154.2,52.8,69.87,1.61,64.98
2024-04-30,Chhattisgarh,Tumidih,104.8,20.07,125.76,56.88,45.22,0.74,32.4
2024-05-15,Chhattisgarh,Tumidih,112.5,35.88,135.0,55.54,41.58,1.18,46.6
2024-05-30,Chhattisgarh,Tumidih,106.0,44.04,127.2,54.81,45.39,1.2,55.1
2024-06-14,Chhattisgarh,Tumidih,65.3,20.7,65.3,17.6,21.45,0.41,38.65
2024-06-29,Chhattisgarh,Tumidih,48.4,12.32,26.08,13.08,15.83,0.61,48.4
2024-07-14,Chhattisgarh,Tumidih,27.2,8.12,11.43,21.76,14.17,0.27,11.54
2024-07-29,Chhattisgarh,Tumidih,57.0,18.14,21.32,20.47,22.67,0.36,57.0
2024-08-28,Chhattisgarh,Tumidih,69.7,24.7,69.7,35.01,21.52,0.44,46.47
2024-09-12,Chhattisgarh,Tumidih,47.0,14.76,47.0,14.56,18.8,0.5,25.22
2024-09-27,Chhattisgarh,Tumidih,110.2,38.78,132.24,34.13,59.5,0.76,33.64
2024-10-12,Chhattisgarh,Tumidih,44.0,9.88,44.0,22.03,21.94,0.38,22.5
2024-10-27,Chhattisgarh,Tumidih,108.5,24.65,130.2,43.79,51.82,1.3,33.1
2024-11-11,Chhattisgarh,Tumidih,124.8,26.69,149.76,37.55,30.51,0.82,37.48
2024-11-26,Chhattisgarh,Tumidih,119.0,32.34,142.8,31.31,57.66,1.16,65.84
2024-12-11,Chhattisgarh,Tumidih,107.5,33.35,129.0,30.16,58.63,0.67,37.67
2024-12-26,Chhattisgarh,Tumidih,113.0,22.73,135.6,33.11,28.14,1.46,46.11
2025-01-10,Chhattisgarh,Tumidih,161.0,29.21,193.2,60.65,159.13,1.51,99.36
2025-01-25,Chhattisgarh,Tumidih,131.3,43.52,157.56,61.66,31.89,1.55,53.58
2025-02-09,Chhattisgarh,Tumidih,111.5,40.82,133.8,55.21,55.85,1.31,52.13
2025-02-24,Chhattisgarh,Tumidih,129.6,31.55,155.52,48.66,60.64,1.66,43.81
2025-03-11,Chhattisgarh,Tumidih,159.0,55.48,190.8,80.96,57.49,1.38,65.24
2025-03-26,Chhattisgarh,Tumidih,139.0,45.46,166.8,58.8,49.01,1.85,73.57
2021-01-01,Delhi,Delhi,304.6,152.3,138.46,139.3,220.06,2.65,169.78
2021-01-16,Delhi,Delhi,345.8,172.9,232.58,141.39,231.94,4.66,187.5
2021-01-31,Delhi,Delhi,298.0,149.0,143.5,131.72,282.97,1.98,162.28
2021-02-15,Delhi,Delhi,270.3,135.15,181.58,81.62,180.27,3.2,169.05
2021-03-02,Delhi,Delhi,224.2,112.1,177.92,98.27,197.15,2.08,74.91
2021-03-17,Delhi,Delhi,225.9,112.95,80.98,120.82,214.51,3.07,114.93
2021-04-01,Delhi,Delhi,200.2,37.02,240.24,55.11,154.41,1.5,84.49
2021-04-16,Delhi,Delhi,203.3,48.7,243.96,96.52,166.29,2.82,92.1
2021-05-01,Delhi,Delhi,162.5,52.68,195.0,68.98,50.33,1.98,85.73
2021-05-16,Delhi,Delhi,126.9,63.45,52.65,36.04,41.72,1.49,60.82
2021-05-31,Delhi,Delhi,160.1,52.35,192.12,87.18,44.19,1.3,66.61
2021-06-15,Delhi,Delhi,129.7,64.85,72.18,37.56,55.96,1.55,63.86
2021-06-30,Delhi,Delhi,147.9,73.95,88.66,39.84,63.66,1.44,50.53
2021-07-15,Delhi,Delhi,84.4,28.03,84.4,35.58,28.31,1.0,57.01
2021-07-30,Delhi,Delhi,94.5,28.78,94.5,28.9,47.4,0.67,52.49
2021-08-14,Delhi,Delhi,116.7,58.35,64.88,64.4,58.38,1.22,37.87
2021-08-29,Delhi,Delhi,79.5,15.81,79.5,31.47,36.4,0.78,45.75
2021-09-13,Delhi,Delhi,76.6,31.32,76.6,29.23,27.22,0.87,42.83
2021-09-28,Delhi,Delhi,128.1,64.05,66.43,53.5,51.38,1.74,86.84
2021-10-13,Delhi,Delhi,174.9,87.45,54.34,87.94,155.84,1.79,78.67
2021-10-28,Delhi,Delhi,352.8,176.4,128.27,143.2,342.12,2.97,189.05
2021-11-12,Delhi,Delhi,372.5,186.25,200.63,185.23,199.57,3.83,150.1
2021-11-27,Delhi,Delhi,335.6,167.8,164.88,100.83,323.7,2.86,170.6
2021-12-12,Delhi,Delhi,362.9,181.45,139.46,102.37,318.99,3.4,241.98
2021-12-27,Delhi,Delhi,276.1,138.05,196.42,130.62,240.84,2.23,139.3
2022-01-11,Delhi,Delhi,290.1,145.05,218.15,122.82,75.5,3.39,92.99
2022-01-26,Delhi,Delhi,266.6,133.3,199.07,77.47,191.16,3.2,85.89
2022-02-10,Delhi,Delhi,220.9,110.45,156.61,77.38,170.56,2.93,85.7
2022-02-25,Delhi,Delhi,175.5,87.75,123.01,62.7,70.45,1.23,111.85
2022-03-12,Delhi,Delhi,226.3,113.15,76.49,112.49,59.11,1.43,115.04
2022-03-27,Delhi,Delhi,249.1,124.55,126.78,75.23,78.34,1.8,130.93
2022-04-11,Delhi,Delhi,257.3,66.4,308.76,79.74,189.25,3.4,105.62
2022-04-26,Delhi,Delhi,232.7,65.79,279.24,81.28,217.29,3.21,128.93
2022-05-11,Delhi,Delhi,209.5,59.54,251.4,54.54,56.26,2.84,120.09
2022-05-26,Delhi,Delhi,236.9,72.64,284.28,67.17,66.1,2.28,109.31
2022-06-10,Delhi,Delhi,167.3,58.42,200.76,57.15,159.38,1.95,117.07
2022-06-25,Delhi,Delhi,124.7,62.35,50.98,60.92,47.6,0.89,74.06
2022-07-10,Delhi,Delhi,86.8,28.73,86.8,43.1,39.58,0.65,35.3
2022-07-25,Delhi,Delhi,82.6,27.39,82.6,45.49,37.72,0.9,44.9
2022-08-09,Delhi,Delhi,83.5,24.58,83.5,29.67,32.94,1.12,32.18
2022-08-24,Delhi,Delhi,113.3,56.65,40.14,38.3,39.98,0.78,34.19
2022-09-08,Delhi,Delhi,98.6,40.48,98.6,31.21,51.57,1.32,47.88
2022-09-23,Delhi,Delhi,121.7,60.85,43.6,54.92,37.78,1.45,61.66
2022-10-08,Delhi,Delhi,168.7,84.35,73.31,51.35,73.96,1.85,86.69
2022-10-23,Delhi,Delhi,360.9,180.45,264.99,116.92,327.76,4.51,226.1
2022-11-07,Delhi,Delhi,298.1,149.05,176.35,165.69,155.44,3.41,91.04
2022-11-22,Delhi,Delhi,328.5,164.25,248.07,135.37,309.33,3.52,213.43
2022-12-07,Delhi,Delhi,286.4,143.2,192.68,85.36,266.32,2.32,181.0
2022-12-22,Delhi,Delhi,339.1,169.55,234.75,155.22,258.76,3.06,234.28
2023-01-06,Delhi,Delhi,336.3,168.15,162.49,136.76,159.28,2.74,224.48
2023-01-21,Delhi,Delhi,248.3,124.15,99.17,101.77,160.17,2.65,112.88
2023-02-05,Delhi,Delhi,238.9,119.45,81.39,84.48,195.86,2.32,109.87
2023-02-20,Delhi,Delhi,215.7,107.85,160.3,86.51,168.13,2.28,82.02
2023-03-07,Delhi,Delhi,186.3,93.15,79.68,104.23,51.86,1.16,92.58
2023-03-22,Delhi,Delhi,143.5,71.75,89.18,36.93,47.71,1.23,54.4
2023-04-06,Delhi,Delhi,206.7,54.4,248.04,78.04,163.26,1.97,141.73
2023-04-21,Delhi,Delhi,146.7,73.35,44.79,65.37,64.56,1.24,66.47
2023-05-06,Delhi,Delhi,211.8,68.97,254.16,110.69,61.31,1.33,137.87
2023-05-21,Delhi,Delhi,137.5,68.75,56.03,35.95,44.73,0.98,93.26
2023-06-05,Delhi,Delhi,151.0,36.31,181.2,57.88,40.44,1.32,46.33
2023-06-20,Delhi,Delhi,101.5,50.75,57.15,53.59,36.72,1.25,69.37
2023-07-05,Delhi,Delhi,79.0,19.02,79.0,24.82,21.48,0.65,30.25
2023-07-20,Delhi,Delhi,84.5,20.79,84.5,26.07,29.9,1.05,42.96
2023-08-04,Delhi,Delhi,114.9,57.45,78.02,60.13,37.46,1.13,37.57
2023-08-19,Delhi,Delhi,127.1,63.55,51.42,36.97,40.11,1.32,80.11
2023-09-03,Delhi,Delhi,93.9,38.93,93.9,39.17,40.77,0.93,38.13
2023-09-18,Delhi,Delhi,122.5,61.25,77.88,48.51,42.92,1.21,78.98
2023-10-03,Delhi,Delhi,193.0,96.5,79.25,94.91,150.42,2.38,75.11
2023-10-18,Delhi,Delhi,262.0,131.0,217.96,106.1,194.83,3.33,106.98
2023-11-02,Delhi,Delhi,379.5,189.75,159.97,130.37,334.08,5.13,177.15
2023-11-17,Delhi,Delhi,366.2,183.1,231.46,109.25,166.11,4.51,184.68
2023-12-02,Delhi,Delhi,326.1,163.05,175.63,171.3,330.88,4.06,154.71
2023-12-17,Delhi,Delhi,368.2,184.1,189.09,118.33,349.69,4.68,222.43
2024-01-01,Delhi,Delhi,349.5,174.75,292.95,101.48,251.78,2.24,131.67
2024-01-16,Delhi,Delhi,357.8,178.9,264.7,191.03,277.59,4.11,120.58
2024-01-31,Delhi,Delhi,242.8,121.4,134.86,79.31,229.66,1.48,120.67
2024-02-15,Delhi,Delhi,203.9,101.95,127.24,85.8,69.52,2.65,133.69
2024-03-01,Delhi,Delhi,159.9,79.95,132.38,47.62,73.4,1.34,56.14
2024-03-16,Delhi,Delhi,187.4,93.7,133.07,92.37,74.92,1.66,126.59
2024-03-31,Delhi,Delhi,187.2,93.6,151.01,93.68,48.64,2.34,118.31
2024-04-15,Delhi,Delhi,183.2,49.15,219.84,92.22,61.03,1.14,58.35
2024-04-30,Delhi,Delhi,229.9,52.42,275.88,121.54,214.37,2.07,78.24
2024-05-15,Delhi,Delhi,217.6,67.21,261.12,110.33,78.88,2.63,142.34
2024-05-30,Delhi,Delhi,206.2,59.84,247.44,50.15,70.18,1.79,70.14
2024-06-14,Delhi,Delhi,164.7,46.98,197.64,74.55,59.33,1.53,58.63
2024-06-29,Delhi,Delhi,94.9,31.71,94.9,51.75,44.79,1.08,45.56
2024-07-14,Delhi,Delhi,101.3,50.65,47.58,30.32,39.74,0.9,35.43
2024-07-29,Delhi,Delhi,68.9,19.37,68.9,34.54,36.78,0.62,47.83
2024-08-13,Delhi,Delhi,76.7,15.71,76.7,37.6,41.53,0.53,23.1
2024-08-28,Delhi,Delhi,86.6,19.92,86.6,47.18,35.06,1.05,27.91
2024-09-12,Delhi,Delhi,122.0,61.0,83.76,57.83,57.91,1.39,71.92
2024-09-27,Delhi,Delhi,135.5,67.75,91.2,39.03,36.99,0.87,61.82
2024-10-12,Delhi,Delhi,267.0,133.5,124.97,146.55,78.49,2.23,148.23
2024-10-27,Delhi,Delhi,342.9,171.45,262.73,109.9,194.27,4.36,202.2
2024-11-11,Delhi,Delhi,399.9,199.95,290.16,201.09,287.62,4.87,191.06
2024-11-26,Delhi,Delhi,265.1,132.55,215.77,143.07,212.23,3.46,135.47
2024-12-11,Delhi,Delhi,350.9,175.45,262.54,87.56,287.9,2.21,176.67
2024-12-26,Delhi,Delhi,302.5,151.25,213.11,88.68,74.87,2.82,133.37
2025-01-10,Delhi,Delhi,296.3,148.15,149.72,140.93,171.56,2.98,159.09
2025-01-25,Delhi,Delhi,269.7,134.85,143.06,135.25,224.79,3.59,124.2
2025-02-09,Delhi,Delhi,199.3,99.65,157.69,111.05,198.84,1.72,100.65
2025-02-24,Delhi,Delhi,169.4,84.7,58.02,86.43,61.51,1.07,100.23
2025-03-11,Delhi,Delhi,170.6,85.3,84.32,74.65,154.32,1.14,97.78
2025-03-26,Delhi,Delhi,191.0,95.5,129.87,80.08,173.03,2.16,96.91
2021-01-01,Gujarat,Ahmedabad,162.8,29.8,195.36,66.38,61.59,2.14,71.77
2021-01-16,Gujarat,Ahmedabad,166.4,35.48,199.68,46.54,68.61,1.34,89.15
2021-01-31,Gujarat,Ahmedabad,177.4,55.82,212.88,62.8,63.23,1.63,79.92
2021-02-15,Gujarat,Ahmedabad,149.0,49.9,178.8,72.76,64.03,2.07,51.78
2021-03-02,Gujarat,Ahmedabad,178.4,50.11,214.08,60.8,55.37,1.82,110.65
2021-03-17,Gujarat,Ahmedabad,181.7,47.74,218.04,54.41,49.88,2.13,106.43
2021-04-01,Gujarat,Ahmedabad,163.9,52.72,196.68,88.9,168.2,1.62,93.22
2021-04-16,Gujarat,Ahmedabad,136.5,48.12,163.8,56.02,69.81,0.87,44.5
2021-05-01,Gujarat,Ahmedabad,155.5,53.23,186.6,60.84,156.46,1.85,79.6
2021-05-16,Gujarat,Ahmedabad,108.8,34.94,130.56,44.9,52.03,0.94,55.18
2021-05-31,Gujarat,Ahmedabad,93.5,38.31,93.5,31.95,50.72,0.65,41.78
2021-06-15,Gujarat,Ahmedabad,97.7,20.65,97.7,24.02,35.06,0.62,62.89
2021-06-30,Gujarat,Ahmedabad,79.7,31.65,79.7,31.57,22.1,0.98,31.32
2021-07-15,Gujarat,Ahmedabad,68.9,20.18,68.9,34.16,19.07,0.96,42.32
2021-07-30,Gujarat,Ahmedabad,70.1,20.69,70.1,31.5,33.29,0.59,39.28
2021-08-14,Gujarat,Ahmedabad,68.5,19.9,68.5,16.57,20.01,0.73,45.54
2021-08-29,Gujarat,Ahmedabad,65.8,13.3,65.8,36.21,23.27,0.67,34.38
2021-09-13,Gujarat,Ahmedabad,67.3,14.44,67.3,17.92,30.1,0.94,25.7
2021-09-28,Gujarat,Ahmedabad,81.3,21.33,81.3,34.57,26.52,0.73,52.7
2021-10-13,Gujarat,Ahmedabad,117.5,39.12,141.0,34.92,30.61,1.57,63.29
2021-10-28,Gujarat,Ahmedabad,155.3,53.11,186.36,77.28,74.7,1.97,101.88
2021-11-12,Gujarat,Ahmedabad,134.0,40.03,160.8,52.26,68.01,1.24,69.65
2021-11-27,Gujarat,Ahmedabad,121.5,49.09,145.8,36.34,57.07,0.94,69.7
2021-12-12,Gujarat,Ahmedabad,152.9,50.4,183.48,46.14,48.93,1.01,66.63
2021-12-27,Gujarat,Ahmedabad,104.4,29.95,125.28,35.71,40.75,0.96,56.44
2022-01-11,Gujarat,Ahmedabad,131.5,25.9,157.8,70.64,63.44,1.13,54.13
2022-01-26,Gujarat,Ahmedabad,168.9,46.18,202.68,45.45,57.38,2.08,99.49
2022-02-10,Gujarat,Ahmedabad,122.0,29.47,146.4,40.31,66.14,1.6,62.26
2022-02-25,Gujarat,Ahmedabad,167.8,35.55,201.36,50.58,41.13,1.51,65.55
2022-03-12,Gujarat,Ahmedabad,145.3,26.97,174.36,41.85,52.56,1.41,93.06
2022-03-27,Gujarat,Ahmedabad,162.9,50.7,195.48,86.1,43.26,1.09,106.7
2022-04-11,Gujarat,Ahmedabad,109.1,40.86,130.92,34.78,35.57,1.47,57.49
2022-04-26,Gujarat,Ahmedabad,147.3,47.82,176.76,56.67,153.1,1.36,78.65
2022-05-11,Gujarat,Ahmedabad,170.4,34.81,204.48,43.68,50.33,2.17,99.67
2022-05-26,Gujarat,Ahmedabad,109.3,27.98,131.16,37.89,61.1,0.84,45.72
2022-06-10,Gujarat,Ahmedabad,78.0,29.59,78.0,20.97,32.37,1.03,42.48
2022-06-25,Gujarat,Ahmedabad,75.3,18.6,75.3,37.2,35.82,0.84,23.01
2022-07-10,Gujarat,Ahmedabad,74.7,15.97,74.7,30.07,33.93,0.74,48.57
2022-07-25,Gujarat,Ahmedabad,86.9,25.07,86.9,44.12,35.75,1.16,34.38
2022-08-09,Gujarat,Ahmedabad,54.6,16.71,54.6,15.73,17.01,0.54,37.39
2022-08-24,Gujarat,Ahmedabad,73.8,23.92,73.8,41.23,30.76,0.45,46.68
2022-09-08,Gujarat,Ahmedabad,73.3,24.11,73.3,34.13,26.66,0.76,40.97
2022-09-23,Gujarat,Ahmedabad,74.1,22.06,74.1,29.72,31.39,0.86,37.53
2022-10-08,Gujarat,Ahmedabad,139.1,45.8,166.92,69.44,49.0,0.86,87.37
2022-10-23,Gujarat,Ahmedabad,186.0,64.4,223.2,97.74,66.09,1.93,88.07
2022-11-07,Gujarat,Ahmedabad,126.3,34.78,151.56,39.81,54.44,1.16,61.47
2022-11-22,Gujarat,Ahmedabad,96.4,18.4,96.4,26.76,45.19,0.7,33.22
2022-12-07,Gujarat,Ahmedabad,123.7,26.44,148.44,39.99,39.09,0.86,83.88
